Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"PTPN2","Protein Tyrosine Phosphatase Non-Receptor Type 2","Protein Coding","45","GC18M024779","11.1527004241943","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN2"
"TNFAIP3","TNF Alpha Induced Protein 3","Protein Coding","46","GC06P137866","11.1086378097534","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFAIP3"
"PRRC2A","Proline Rich Coiled-Coil 2A","Protein Coding","33","GC06P083697","11.1057872772217","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRRC2A"
"MAPK1","Mitogen-Activated Protein Kinase 1","Protein Coding","49","GC22M021759","11.081880569458","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK1"
"HP","Haptoglobin","Protein Coding","44","GC16P072086","11.0083265304565","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HP"
"ALB","Albumin","Protein Coding","48","GC04P073397","11.0011119842529","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALB"
"ITGAM","Integrin Subunit Alpha M","Protein Coding","46","GC16P041126","10.9326066970825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAM"
"OSM","Oncostatin M","Protein Coding","41","GC22M030262","10.924560546875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSM"
"STEAP4","STEAP4 Metalloreductase","Protein Coding","40","GC07M088392","10.9205722808838","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STEAP4"
"CXCL1","C-X-C Motif Chemokine Ligand 1","Protein Coding","40","GC04P073869","10.9061403274536","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL1"
"SH2D1A","SH2 Domain Containing 1A","Protein Coding","44","GC0XP124227","10.885721206665","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH2D1A"
"APOH","Apolipoprotein H","Protein Coding","43","GC17M066212","10.8600492477417","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOH"
"CD69","CD69 Molecule","Protein Coding","40","GC12M021100","10.8593635559082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD69"
"NR4A2","Nuclear Receptor Subfamily 4 Group A Member 2","Protein Coding","45","GC02M156324","10.8323822021484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR4A2"
"CX3CR1","C-X3-C Motif Chemokine Receptor 1","Protein Coding","42","GC03M039279","10.8304023742676","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CX3CR1"
"CCL20","C-C Motif Chemokine Ligand 20","Protein Coding","41","GC02P227842","10.7923469543457","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL20"
"IL16","Interleukin 16","Protein Coding","40","GC15P081159","10.7882499694824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL16"
"ELANE","Elastase, Neutrophil Expressed","Protein Coding","47","GC19P002810","10.766393661499","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELANE"
"GNAQ","G Protein Subunit Alpha Q","Protein Coding","48","GC09M077716","10.755145072937","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAQ"
"CXCR5","C-X-C Motif Chemokine Receptor 5","Protein Coding","38","GC11P118924","10.7222385406494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR5"
"SAA4","Serum Amyloid A4, Constitutive","Protein Coding","38","GC11M018234","10.7012643814087","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAA4"
"IL11","Interleukin 11","Protein Coding","39","GC19M055364","10.6749114990234","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL11"
"NPSR1","Neuropeptide S Receptor 1","Protein Coding","40","GC07P034664","10.6724147796631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPSR1"
"PTGS1","Prostaglandin-Endoperoxide Synthase 1","Protein Coding","45","GC09P122370","10.6660375595093","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS1"
"CXCR4","C-X-C Motif Chemokine Receptor 4","Protein Coding","49","GC02M136114","10.6585645675659","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR4"
"PRSS2","Serine Protease 2","Protein Coding","39","GC07P148358","10.6345167160034","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS2"
"CSF1R","Colony Stimulating Factor 1 Receptor","Protein Coding","49","GC05M150053","10.6293983459473","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF1R"
"CCR7","C-C Motif Chemokine Receptor 7","Protein Coding","42","GC17M042422","10.6147727966309","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR7"
"TNFRSF10A","TNF Receptor Superfamily Member 10a","Protein Coding","43","GC08M023190","10.5713758468628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF10A"
"TLR9","Toll Like Receptor 9","Protein Coding","44","GC03M052222","10.5698442459106","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR9"
"BMP6","Bone Morphogenetic Protein 6","Protein Coding","42","GC06P007726","10.5614356994629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP6"
"GCH1","GTP Cyclohydrolase 1","Protein Coding","46","GC14M054842","10.5572271347046","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCH1"
"LECT2","Leukocyte Cell Derived Chemotaxin 2","Protein Coding","35","GC05M135922","10.5450172424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LECT2"
"HAS1","Hyaluronan Synthase 1","Protein Coding","38","GC19M066232","10.5444622039795","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAS1"
"SAA2","Serum Amyloid A2","Protein Coding","34","GC11M018238","10.4991436004639","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAA2"
"CCR1","C-C Motif Chemokine Receptor 1","Protein Coding","44","GC03M046218","10.49329662323","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR1"
"IFNB1","Interferon Beta 1","Protein Coding","41","GC09M021077","10.4664907455444","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNB1"
"IL22","Interleukin 22","Protein Coding","40","GC12M068248","10.4504041671753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL22"
"TNFRSF6B","TNF Receptor Superfamily Member 6b","Protein Coding","41","GC20P063696","10.4213981628418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF6B"
"IL32","Interleukin 32","Protein Coding","37","GC16P011732","10.3962230682373","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL32"
"TIMP2","TIMP Metallopeptidase Inhibitor 2","Protein Coding","41","GC17M078852","10.392557144165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMP2"
"TNFRSF9","TNF Receptor Superfamily Member 9","Protein Coding","41","GC01M007915","10.392261505127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF9"
"CX3CL1","C-X3-C Motif Chemokine Ligand 1","Protein Coding","41","GC16P057372","10.3762807846069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CX3CL1"
"CR1","Complement C3b/C4b Receptor 1 (Knops Blood Group)","Protein Coding","45","GC01P207496","10.3107967376709","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CR1"
"HTRA1","HtrA Serine Peptidase 1","Protein Coding","44","GC10P122461","10.3077392578125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTRA1"
"CILP","Cartilage Intermediate Layer Protein","Protein Coding","41","GC15M065194","10.2886981964111","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CILP"
"CAST","Calpastatin","Protein Coding","44","GC05P096525","10.2232389450073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAST"
"MMP8","Matrix Metallopeptidase 8","Protein Coding","46","GC11M102617","10.1990451812744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP8"
"CTSB","Cathepsin B","Protein Coding","50","GC08M011842","10.1777381896973","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSB"
"LIF","LIF Interleukin 6 Family Cytokine","Protein Coding","40","GC22M030240","10.1713924407959","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIF"
"ZNF334","Zinc Finger Protein 334","Protein Coding","34","GC20M046462","10.1553392410278","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF334"
"CD86","CD86 Molecule","Protein Coding","42","GC03P122055","10.1548271179199","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD86"
"IL18R1","Interleukin 18 Receptor 1","Protein Coding","41","GC02P102311","10.139817237854","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL18R1"
"ALOX5","Arachidonate 5-Lipoxygenase","Protein Coding","46","GC10P045374","10.1378288269043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX5"
"ENO1","Enolase 1","Protein Coding","45","GC01M008861","10.1019420623779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENO1"
"CD4","CD4 Molecule","Protein Coding","48","GC12P006786","10.0947008132935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD4"
"PLB1","Phospholipase B1","Protein Coding","36","GC02P028460","10.0817861557007","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLB1"
"CXCL9","C-X-C Motif Chemokine Ligand 9","Protein Coding","37","GC04M076001","10.0438299179077","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL9"
"IL10RA","Interleukin 10 Receptor Subunit Alpha","Protein Coding","44","GC11P117987","10.018102645874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL10RA"
"SYVN1","Synoviolin 1","Protein Coding","40","GC11M089758","10.0039014816284","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYVN1"
"CTSK","Cathepsin K","Protein Coding","49","GC01M152112","9.9825496673584","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSK"
"ANXA1","Annexin A1","Protein Coding","46","GC09P073151","9.95372676849365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA1"
"S100A8","S100 Calcium Binding Protein A8","Protein Coding","41","GC01M153391","9.93013572692871","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A8"
"CCL4","C-C Motif Chemokine Ligand 4","Protein Coding","37","GC17P036103","9.92826366424561","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL4"
"SUPT20H","SPT20 Homolog, SAGA Complex Component","Protein Coding","35","GC13M037009","9.92679595947266","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUPT20H"
"ANKRD55","Ankyrin Repeat Domain 55","Protein Coding","32","GC05M056099","9.92595195770264","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD55"
"CTSG","Cathepsin G","Protein Coding","44","GC14M024573","9.87123107910156","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSG"
"ANXA5","Annexin A5","Protein Coding","44","GC04M121667","9.85570621490479","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA5"
"HSPD1","Heat Shock Protein Family D (Hsp60) Member 1","Protein Coding","46","GC02M197486","9.78951835632324","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPD1"
"IKBKB","Inhibitor Of Nuclear Factor Kappa B Kinase Subunit Beta","Protein Coding","50","GC08P042271","9.76609039306641","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBKB"
"IL22RA1","Interleukin 22 Receptor Subunit Alpha 1","Protein Coding","38","GC01M024119","9.76071739196777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL22RA1"
"JAM3","Junctional Adhesion Molecule 3","Protein Coding","42","GC11P134068","9.71879768371582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAM3"
"TGFB1","Transforming Growth Factor Beta 1","Protein Coding","49","GC19M041301","9.7002649307251","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB1"
"SIGLEC1","Sialic Acid Binding Ig Like Lectin 1","Protein Coding","40","GC20M003686","9.671217918396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIGLEC1"
"STAT3","Signal Transducer And Activator Of Transcription 3","Protein Coding","50","GC17M042313","9.64412784576416","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT3"
"TNFSF14","TNF Superfamily Member 14","Protein Coding","40","GC19M006663","9.61787414550781","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF14"
"IL18BP","Interleukin 18 Binding Protein","Protein Coding","40","GC11P071998","9.56968975067139","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL18BP"
"CXCL5","C-X-C Motif Chemokine Ligand 5","Protein Coding","39","GC04M073995","9.54626560211182","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL5"
"PLA2G2A","Phospholipase A2 Group IIA","Protein Coding","45","GC01M019975","9.49075889587402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G2A"
"SELL","Selectin L","Protein Coding","42","GC01M169690","9.47059631347656","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELL"
"NFKB1","Nuclear Factor Kappa B Subunit 1","Protein Coding","49","GC04P102501","9.3965311050415","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKB1"
"SRF","Serum Response Factor","Protein Coding","41","GC06P043171","9.33473491668701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRF"
"PLA2G10","Phospholipase A2 Group X","Protein Coding","42","GC16M014672","9.33377742767334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G10"
"ITGAL","Integrin Subunit Alpha L","Protein Coding","45","GC16P030472","9.28216361999512","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAL"
"H19","H19 Imprinted Maternally Expressed Transcript","RNA Gene","28","GC11M001995","9.27449417114258","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H19"
"CDH11","Cadherin 11","Protein Coding","46","GC16M064943","9.26496028900146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH11"
"HOTAIR","HOX Transcript Antisense RNA","RNA Gene","25","GC12M053962","9.24205589294434","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOTAIR"
"TNFRSF4","TNF Receptor Superfamily Member 4","Protein Coding","40","GC01M001211","9.21811389923096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF4"
"IL26","Interleukin 26","Protein Coding","34","GC12M068201","9.18948554992676","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL26"
"ACAN","Aggrecan","Protein Coding","46","GC15P118102","9.12062644958496","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAN"
"ADAMTS4","ADAM Metallopeptidase With Thrombospondin Type 1 Motif 4","Protein Coding","42","GC01M161184","9.06175804138184","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS4"
"IL1RAP","Interleukin 1 Receptor Accessory Protein","Protein Coding","43","GC03P190514","8.97215843200684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RAP"
"LTBR","Lymphotoxin Beta Receptor","Protein Coding","40","GC12P006375","8.88043785095215","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTBR"
"SFTPD","Surfactant Protein D","Protein Coding","42","GC10M079937","8.76853656768799","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTPD"
"IGKC","Immunoglobulin Kappa Constant","Protein Coding","34","GC02M090885","8.68102836608887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGKC"
"DEK","DEK Proto-Oncogene","Protein Coding","40","GC06M018224","8.66260623931885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEK"
"MALAT1","Metastasis Associated Lung Adenocarcinoma Transcript 1","RNA Gene","24","GC11P069984","8.59212112426758","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MALAT1"
"IL17B","Interleukin 17B","Protein Coding","38","GC05M149371","8.57960224151611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17B"
"ZFAS1","ZNFX1 Antisense RNA 1","RNA Gene","20","GC20P049276","8.5026216506958","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFAS1"
"SNHG29","Small Nucleolar RNA Host Gene 29","RNA Gene","18","GC17P017038","8.5026216506958","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG29"
"UCA1","Urothelial Cancer Associated 1","RNA Gene","22","GC19P015828","8.44160556793213","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCA1"
"TPMT","Thiopurine S-Methyltransferase","Protein Coding","45","GC06M018128","8.32906818389893","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPMT"
"CCN6","Cellular Communication Network Factor 6","Protein Coding","33","GC06P112053","8.23955249786377","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN6"
"CSF3","Colony Stimulating Factor 3","Protein Coding","38","GC17P040015","8.14752388000488","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF3"
"ICOS","Inducible T Cell Costimulator","Protein Coding","42","GC02P203937","8.05786895751953","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICOS"
"HAPLN1","Hyaluronan And Proteoglycan Link Protein 1","Protein Coding","41","GC05M083637","7.95537710189819","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAPLN1"
"SNHG28","Small Nucleolar RNA Host Gene 28","RNA Gene","17","GC01M159834","7.78368711471558","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG28"
"C5","Complement C5","Protein Coding","45","GC09M120933","7.74594879150391","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C5"
"CCL21","C-C Motif Chemokine Ligand 21","Protein Coding","40","GC09M034709","7.66417121887207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL21"
"IL3","Interleukin 3","Protein Coding","41","GC05P132060","7.63214778900146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL3"
"VDR","Vitamin D Receptor","Protein Coding","49","GC12M047841","7.5751690864563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDR"
"MEFV","MEFV Innate Immuity Regulator, Pyrin","Protein Coding","42","GC16M007269","7.47699594497681","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEFV"
"IL33","Interleukin 33","Protein Coding","37","GC09P006572","7.39308500289917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL33"
"ABCB1","ATP Binding Cassette Subfamily B Member 1","Protein Coding","49","GC07M087504","7.13931608200073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB1"
"AIRE","Autoimmune Regulator","Protein Coding","44","GC21P044285","7.09118843078613","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIRE"
"HMGB2","High Mobility Group Box 2","Protein Coding","40","GC04M173331","7.0858736038208","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGB2"
"DCLRE1C","DNA Cross-Link Repair 1C","Protein Coding","42","GC10M014897","6.96957445144653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCLRE1C"
"PTPRC","Protein Tyrosine Phosphatase Receptor Type C","Protein Coding","49","GC01P198607","6.95426893234253","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRC"
"MIF-AS1","MIF Antisense RNA 1","RNA Gene","15","GC22M023893","6.91599035263062","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIF-AS1"
"IL6-AS1","IL6 Antisense RNA 1","RNA Gene","12","GC07M022728","6.91599035263062","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6-AS1"
"PRL","Prolactin","Protein Coding","41","GC06M022287","6.89391660690308","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRL"
"NOD2","Nucleotide Binding Oligomerization Domain Containing 2","Protein Coding","46","GC16P050693","6.85216331481934","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOD2"
"TP53","Tumor Protein P53","Protein Coding","50","GC17M007661","6.83279752731323","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53"
